publication_date;doi;bar;pie;hist;bardot;box;dot;violin;approp;flowno;flowyes;sciscore;ethics_label;ethics_title1;ethics_value1;ethics_title2;ethics_value2;ethics_title3;ethics_value3;label2;value2;label3;value3;label4;value4;label5;value5;label6;value6;label7;value7;label8;value8;limitations;jet_pages;trial_n_detected;is_modeling_paper;is_open_data;is_open_code;coi_statement;funding_statement;registration_statement;limitations_detected;has_jet_pages;randomization_detected;randomization_required;blinding_detected;blinding_required;ethics_statement_detected;ethics_statement_required;power_analysis_detected;power_analysis_required;sex_variable_detected;sex_variable_required;inclusion_criteria_detected;inclusion_criteria_required;attrition_detected;attrition_required;subject_demographics_detected;subject_demographics_required;cla_detected;cla_required;ethics_titles;has_consent;has_IRB;has_IRB_or_consent;is_animal_study;has_IRB_only
2022-05-07;10.1101/2022.05.04.22274675;0;0;0;0;0;0;0;0;0;0;4;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;notrequired.;Randomization;In the case of an ENM on a given time slice, P (C(t) | X(t), the model will be created on a training set that corresponds to a randomly chosen fraction, ftrain, of spatial cells with data associated with a time period t.;Blinding;notdetected.;Power Analysis;notdetected.;21;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-12;10.1101/2022.04.07.22273593;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;We extracted data on two key constructs reported in the MA DPH vaccine database: At the start of 2022, all MA residents ages 5 and over were eligible to be vaccinated, and all residents ages 12 and over were eligible for the booster.;Attrition;notrequired.;Sex as a biological variable;Data for the category “neither male nor female” were frequently suppressed due to small numbers (70% of ZIP codes were missing data on this group for vaccines, and 92% were missing data on boosters).;Subject Demographics;We additionally constructed a series of variables to capture differences in age composition across ZIP codes: % of ZIP-code residents aged 0-4 years, % 5-19 years, % 20-39 years, % 40-64 years, % 65+ years.;Randomization;23 The ACS is a random sample survey of approximately 3 million people in the U.S. population each year conducted by the U.S. Census Bureau.;Blinding;notdetected.;Power Analysis;notdetected.;28;0;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-05;10.1101/2022.05.04.22274659;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;22;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-14;10.1101/2022.06.10.22276268;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;For IV selection, we first excluded SNPs in HLA gene region, ABO gene and FUT2 gene because genetic variants in these regions might be susceptible to horizontal pleiotropy.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;56 Mendelian randomization (MR) analysis: We conducted a bidirectional MR analysis to assess the causal relationship between two traits.;Blinding;notdetected.;Power Analysis;notdetected.;11;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-02;10.1101/2022.06.01.494461;0;0;0;0;0;0;0;0;0;0;6;Ethics;Field Sample Permit;All virological studies were conducted under BSL3 conditions, and personnel wore appropriate personal protective gear.;IACUC;Mouse studies and in vivo infections: Mouse studies were performed at the University of North Carolina (Animal Welfare Assurance #A3410-01) using protocols approved by the UNC Institutional Animal Care and Use Committee (IACUC).;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;First, F1 mice between CC011 and CC074 were generated by cross males and females in both directions, and then the F2 mice were bred in all 4 possible F1 x F1 combinations, to ensure appropriately balanced sex Chromosome and parent-of-origin effects.;Subject Demographics;CC mice were purchased directly from the UNC Systems Genetics Core Facility at 3-5 weeks of age and acclimated for a week in the BSL3 before challenge.;Randomization;F2 mice (226 males, 177 females) were weaned such that littermates were randomized to different experimental cages to reduce litter- or batch-effects on the study, and mice were transferred at 5-6 weeks of age to the laboratory for infection between 9-12 weeks of age.;Blinding;For Matute-Bello scoring samples were blinded and three random fields of lung tissue were chosen and scored for the following: (A) neutrophils in alveolar space (none = 0, 1–5 cells = 1, > 5 cells = 2), (B) neutrophils in interstitial space (none = 0, 1–5 cells = 1, > 5 cells = 2), (C) hyaline membranes (none = 0, one membrane = 1, > 1 membrane = 2), (D) Proteinaceous debris in air spaces (none = 0, one instance = 1, > 1 instance = 2), (E) alveolar septal thickening (< 2Å∼ mock thickness = 0, 2–4Å∼ mock thickness = 1, > 4Å∼ mock thickness = 2).;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;Field Sample Permit,IACUC,NA;FALSE;FALSE;FALSE;TRUE;FALSE
2022-04-05;10.1101/2022.04.05.22273169;0;0;0;0;0;0;0;0;0;0;5;Ethics;NA;notdetected.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Participants with missing data (n=101) were excluded from analyses (other than for ethnicity which we adjust for).;Attrition;notrequired.;Sex as a biological variable;Control variables: We account for demographic factors sex (male or female) and age.;Subject Demographics;While our main models use all individuals, in a sensitivity analysis we restrict this population to just people aged 65 years and over as they are the focus of the UK influenza vaccination programme.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;17;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-15;10.1101/2022.06.14.496062;0;0;0;0;0;0;0;0;0;0;4;Ethics;IRB;Ethical approval: The study protocol was approved by the University of KwaZulu-Natal Biomedical Research Ethics Committee (approval BREC/00001275/2020).;Consent;Written informed consent was obtained for all enrolled participants.;NA;NA;Inclusion and Exclusion Criteria;Two participants were excluded after their in-house RT-qPCR results remained negative and contradicted their initial diagnosis.;Attrition;In total 126 participants were enrolled.;Sex as a biological variable;notdetected.;Subject Demographics;"Participant enrolment and clinical severity score: All study participants were over 18 years old and capable of giving informed consent; presented with a positive SARS-CoV-2 diagnosis and were recruited from two hospitals (King Edward VIII or Clairwood) in Durban, KwaZulu-Natal, South Africa, between 8 June and 25 September 2020.";Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;IRB,Consent,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-06-06;10.1101/2022.06.02.494567;0;0;0;0;0;0;0;0;0;0;4;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-10;10.1101/2022.04.05.22273473;0;0;0;0;0;0;0;0;0;0;5;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Inclusion and exclusion criteria: Detailed Inclusion and exclusion criteria were developed following 5 main principles of PICOS (Participants, Interventions, Comparators, Outcomes, and Study design)[52], which were summarised in Table 1.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;Participants must be aged over 18 years and have a positive novel coronavirus nucleic acid test (RT-PCR reaction) who had been clearly diagnosed with COVID-19.;Randomization;References cited in the included publications will be manually searched to check for additional relevant randomised controlled trial reports.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-16;10.1101/2022.06.14.496214;0;0;0;0;0;0;0;0;0;0;4;Ethics;IACUC;Ethics and biosafety: All experiments were approved by the University of Queensland Animal Ethics Committee (MRI-UQ/596/18, AE000186) by the Institutional Biosafety Committee of the University of Queensland (IBC/465B/MRI/TRI/AIBN/2021);Euthanasia Agents;"Mouse models: Gpr183tm1Lex were obtained from Lexicon Pharmaceuticals (The Woodlands, USA), back-crossed to a C57BL/6J background and bred in-house at the Biological Resources Facility at the Translational Research Institute, Australia. Eight to 10-week-old C57BL/6J and Gpr183tm1Lex (C57BL/6J background; Gpr183-/-) mice were anesthetized with isoflurane (4% isoflurane, 0.4 L/min oxygen flow rate) before being inoculated intranasally with 5,500 PFU of A/Auckland/01/09 (H1N1).";NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;"Mouse models: Gpr183tm1Lex were obtained from Lexicon Pharmaceuticals (The Woodlands, USA), back-crossed to a C57BL/6J background and bred in-house at the Biological Resources Facility at the Translational Research Institute, Australia. Eight to 10-week-old C57BL/6J and Gpr183tm1Lex (C57BL/6J background; Gpr183-/-) mice were anesthetized with isoflurane (4% isoflurane, 0.4 L/min oxygen flow rate) before being inoculated intranasally with 5,500 PFU of A/Auckland/01/09 (H1N1).";Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;IACUC,Euthanasia Agents,NA;FALSE;FALSE;FALSE;TRUE;FALSE
2022-04-02;10.1101/2022.03.27.22271628;0;0;0;0;0;0;0;0;0;0;5;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;For both phases, we randomly selected two-thirds of the counties in each state to train our model and predicted case and death counts of the remaining one-third of the counties in each state and repeated the training--testing selection 100 times to eliminate random sampling.;Blinding;notdetected.;Power Analysis;notdetected.;10;0;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-05;10.1101/2022.04.04.486920;0;0;0;0;0;0;0;0;0;0;2;Ethics;NA;notdetected.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-22;10.1101/2022.04.22.22274176;0;0;0;0;0;0;0;0;0;0;2;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Inclusion and exclusion criteria: Participants with at least 3 months of follow-up before the study start date for each wave were included, to ensure adequate capture of baseline factors.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;We selected people aged 67 years or older at the start of each wave to represent a population (1) at or over retirement age and (2) at risk of severe COVID-19 due to their age.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;19;0;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-03;10.1101/2022.03.31.22273257;0;0;0;0;0;0;0;0;0;0;3;Ethics;IRB;2.1 Common 4CE Data collection by HS: As previously described[16], each participating HS were responsible for and obtained ethics approval, as needed, from the appropriate ethics committee at their institution.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Patients classified in the “SEVERE_NO_ARDS” group were excluded from this analysis.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;At each HS, data were extracted directly from the EHR and consisted of time to admission and discharge, survival status, sex and age group [(18−25, 26−49, 50−69, 70−79, and 80+ years old].;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;27;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;IRB,NA,NA;FALSE;FALSE;FALSE;FALSE;TRUE
2022-06-08;10.1101/2022.06.07.22276117;0;0;0;0;0;0;0;0;0;0;2;Ethics;Consent;Ethical approval: Before participating in the study, all the subjects were advised, both orally and in writing, as to the nature of the study and gave written informed consent.;IRB;The study was approved by Maccabi Health Service’s Helsinki institutional review board, protocol number 0122-20-MHS.;NA;NA;Inclusion and Exclusion Criteria;Data preprocessing and inclusion criteria: The questionnaire data were preprocessed by manually categorizing any self-reported symptom entered as free text.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;Study design and participants: The PerMed prospective observational study includes 4,698 participants (18+ years of age) who were recruited between November 1, 2020, and March 30, 2022 (see also detailed information in previous studies –18,20).;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;Consent,IRB,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-04-13;10.1101/2022.04.13.22273825;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;We excluded recipients of non-Health Canada-authorized vaccines or Ad26.COV2.S (Johnson & Johnson’s Janssen) vaccine.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;We included all residents aged ≥18 years, eligible for provincial health insurance (virtually everyone), not living in long-term care, and tested for SARS-CoV-2 between the start of vaccine availability in a province (14 December 2020 in Ontario and Quebec, 15 December 2020 in BC, 16 December 2020 in Manitoba) and 30 September 2021 and met our case or control definitions.;Randomization;For controls with multiple negative tests, we randomly selected one symptomatic test-negative specimen collection date.;Blinding;notdetected.;Power Analysis;notdetected.;12;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-12;10.1101/2022.05.12.22274823;0;0;0;0;0;0;0;0;0;0;2;Ethics;IRB;The use of patients residual materials by the National Reference Center for coronaviruses for SARS-CoV-2 research was approved by the UZ Leuven Ethics Committee.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;IRB,NA,NA;FALSE;FALSE;FALSE;FALSE;TRUE
2022-05-10;10.1101/2022.05.10.22274919;0;0;0;0;0;0;0;0;0;0;1;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;Data and methods: The analysis is based on a sample of 3,839 Syrian refugees 50 years of age or older residing in Lebanon, drawn from households with at least one adult known to be 50 years or older from a list of beneficiary households of a humanitarian organization.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-28;10.1101/2022.04.25.22274283;0;0;0;0;0;0;0;0;0;0;4;Ethics;IRB;All procedures were approved by the Research Subjects Review Board at the University of Rochester.;Consent;The baseline interview includes a structured protocol for assessing capacity for informed consent, followed by assessment of additional exclusion criteria and baseline characteristics (see Figure 1, SPIRIT schedule of enrollment, interventions, and assessments).;NA;NA;Inclusion and Exclusion Criteria;Inclusion and exclusion criteria appear in Table 1, including any changes that were made in response to remote procedures for COVID precautions.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;Participants: The study will recruit and enroll up to 375 community dwelling older adults (age 60 or older) to reach the target number of randomized subjects of n=150 in each group.;Randomization;Study design, setting, ethical considerations: This is a randomized trial registered at clinicaltrials.gov (NCT03343483).;Blinding;Neither assessors nor subjects are blind to condition.;Power Analysis;Sample size calculation: A power analysis was conducted to test treatment effects by the intent-to-treat (ITT) analysis for the primary outcomes.;13;0;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;IRB,Consent,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-06-14;10.1101/2022.06.08.22276134;0;0;0;0;0;0;0;0;0;0;4;Ethics;Consent;Informed consent was obtained prior to conducting the interviews.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;Consent,NA,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-04-07;10.1101/2022.04.06.487394;0;0;0;0;0;0;0;0;0;0;5;Ethics;IACUC;Mice: All experiments were reviewed and approved by The Ohio State University (OSU) Institutional Animal Care and Use Committee (protocol numbers 2020A00000054 and 2020A00000001).;Euthanasia Agents;Mice were euthanized by isoflurane overdose at 2 days post infection and samples for titer (caudal right lung lobe and nasal septum) and histopathological analyses (left lung lobe) were collected.;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;C57Bl/6J mice and IL-17 KO mice (male and female, older than 6 weeks old) were bred in-house.;Subject Demographics;C57Bl/6J mice and IL-17 KO mice (male and female, older than 6 weeks old) were bred in-house.;Randomization;Importantly, mice were randomized and assigned to specific harvest days before the start of the experiment.;Blinding;A board-certified veterinary pathologist (K.N.C.) was blind to the experimental groups, and sections were scored qualitatively on a scale ranging from 0 to 5 for the degree of cellularity and consolidation, the thickness of the alveolar walls, degeneration and necrosis, edema, hemorrhage, infiltrating alveolar/interstitial polymorphonuclear cells (PMNs), intrabronchial PMNs, perivascular and peribronchial lymphocytes and plasma cells, and alveolar macrophages.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;IACUC,Euthanasia Agents,NA;FALSE;FALSE;FALSE;TRUE;FALSE
2022-06-14;10.1101/2022.06.10.22276234;0;0;0;0;0;0;0;0;0;0;2;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;However, the structure of the dataset was changing overtime, and data fundamental for our analysis were not always available and/or reliable, therefore for each wave of the pandemic some of the regions were discarded due to lack of data or known reliability issues.;Attrition;Starting from this basic calculation method, we compare 7 different versions of TPR, two of them are based on NAAT nasopharyngeal swab only, and the other exploit antigen tests.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-26;10.1101/2022.05.25.22275592;0;0;0;0;0;0;0;0;0;0;4;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;35 Exposure and Outcomes: Pregnant women exposed to the pandemic restrictions during the first and second waves between March 1, 2020, and March 31, 2021, were compared to those who were pregnant before the pandemic period.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;5;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-07;10.1101/2022.04.07.487460;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;21;0;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-02;10.1101/2022.06.01.22275842;0;0;0;0;0;0;0;0;0;0;0;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notrequired.;Blinding;notrequired.;Power Analysis;notrequired.;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-14;10.1101/2022.06.08.22276125;0;0;0;0;0;0;0;0;0;0;5;Ethics;IRB;Institutional review boards’ approval for data collection was obtained at each site, waiving informed consent The study included patients between 1 month and 17 years of age from the PICU Registry cohort of COVID-19 admitted between April 1 and August 31, 2021.;Consent;Institutional review boards’ approval for data collection was obtained at each site, waiving informed consent The study included patients between 1 month and 17 years of age from the PICU Registry cohort of COVID-19 admitted between April 1 and August 31, 2021.;NA;NA;Inclusion and Exclusion Criteria;Patients were excluded if they had uncorrected congenital heart, pre-existing lung or airway disease, chronic respiratory failure requiring long–term MV and tracheostomy, severe left ventricular dysfunction failure with ejection fraction less than 30%26 and COVID-19 with primary neurological involvement.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;Institutional review boards’ approval for data collection was obtained at each site, waiving informed consent The study included patients between 1 month and 17 years of age from the PICU Registry cohort of COVID-19 admitted between April 1 and August 31, 2021.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;10;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;IRB,Consent,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-04-13;10.1101/2022.04.12.22273761;0;0;0;0;0;0;0;0;0;0;5;Ethics;Field Sample Permit;Wastewater sample collection, concentration, and extraction: Wastewater from the Regions of Peel (wastewater treatment plant influents GE Booth and Clarkson), York (access points Humber Air Management Facility (AMF) and Warden) and Waterloo (wastewater treatment plant influents Kitchener and Waterloo) Ontario, Canada.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;Five probes were designed to be selective for each of the mutations (Table 1, 2), as well as a universal probe for the “Universal” probe complementary to a nearby, highly conserved (bp 28891-28905, mutation rates <0.87% according to covidcg.org) region of the amplicon to detect total SARS-CoV-2;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;NA;NA;Field Sample Permit,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
