"pmcid";"pmid";"doi";"file_path_PMC";"pdf_file_path_PMC";"year";"type";"ISSN";"eISSN";"FoR_col";"FoR";"FoR_category";"approp";"bar";"bardot";"box";"dot";"flowno";"flowyes";"hist";"other";"pie";"text";"violin";"pdf_downloaded"
"PMC6759080";"31387118";"10.1093/molbev/msz147";"oa_package/b9/7b/PMC6759080.tar.gz";"oa_pdf/b9/7b/msz147.PMC6759080.pdf";"2019";"research-article";"0737-4038";"1537-1719";"FoR_2";"0603";"0603 - Evolutionary Biology";"1";"0";"0";"0";"0";"2";"0";"0";"7";"0";"13";"0";TRUE
"PMC3815871";"22681780";"10.1111/j.1751-7915.2012.00353.x";"oa_package/0f/ec/PMC3815871.tar.gz";NA;"2012";"research-article";NA;"1751-7915";"FoR_1";"0605";"0605 - Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"0";TRUE
"PMC6849479";"31484068";"10.1016/j.celrep.2019.08.008";"oa_package/d2/45/PMC6849479.tar.gz";"oa_pdf/d2/45/nihms-1539139.PMC6849479.pdf";"2019";"research-article";NA;"2211-1247";"FoR_2";"1116";"1116 - Medical Physiology";"0";"0";"0";"2";"0";"3";"0";"0";"1";"0";"33";"1";TRUE
"PMC4672507";"26643576";"10.1186/s12904-015-0070-7";"oa_package/e5/a4/PMC4672507.tar.gz";NA;"2015";"research-article";NA;"1472-684X";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"1";"0";"1";"1";"0";"1";"0";"6";"0";TRUE
"PMC3056318";"21423563";"10.4061/2011/293938";"oa_package/f0/85/PMC3056318.tar.gz";NA;"2011";"research-article";"2090-214X";"2090-2158";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"7";"0";TRUE
"PMC5227060";"27908864";"10.1302/2046-3758.512.BJR-2016-0073.R1";"oa_package/58/b6/PMC5227060.tar.gz";NA;"2017";"research-article";NA;"2046-3758";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"1";"0";"2";"0";"4";"0";TRUE
"PMC7653719";"33172414";"10.1186/s12875-020-01300-z";"oa_package/bb/17/PMC7653719.tar.gz";NA;"2020";"research-article";NA;"1471-2296";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"11";"0";TRUE
"PMC3912986";"24550771";"10.3389/fnins.2014.00010";"oa_package/1c/5e/PMC3912986.tar.gz";NA;"2014";"research-article";"1662-4548";"1662-453X";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"7";"0";TRUE
"PMC3799941";"23955559";"10.1038/nn.3490";"oa_package/9c/cd/PMC3799941.tar.gz";NA;"2013";"research-article";"1097-6256";"1546-1726";"FoR_1";"1109";"1109 - Neurosciences";"0";"2";"0";"0";"0";"3";"0";"0";"1";"0";"17";"0";TRUE
"PMC6157248";"30255801";"10.1186/s12920-018-0388-0";"oa_package/24/9b/PMC6157248.tar.gz";NA;"2018";"research-article";NA;"1755-8794";"FoR_1";"0604";"0604 - Genetics";"2";"0";"0";"0";"0";"1";"0";"0";"2";"0";"8";"0";TRUE
"PMC5701451";"29169373";"10.1186/s13063-017-2318-4";"oa_package/0e/cf/PMC5701451.tar.gz";NA;"2017";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC4787302";"27019844";"10.1155/2013/363508";"oa_package/69/c5/PMC4787302.tar.gz";NA;"2013";"research-article";NA;"2314-5137";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"2";"0";"0";"5";"0";"3";"0";TRUE
"PMC5991469";"29880001";"10.1186/s12981-018-0199-6";"oa_package/1c/79/PMC5991469.tar.gz";NA;"2018";"research-article";NA;"1742-6405";"FoR_1";"1107";"1107 - Immunology";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"15";"0";TRUE
"PMC5891056";"29636799";"10.1111/eva.12571";"oa_package/8e/b0/PMC5891056.tar.gz";NA;"2017";"research-article";NA;"1752-4571";"FoR_1";"0603";"0603 - Evolutionary Biology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"12";"0";TRUE
"PMC4051447";"24830388";"10.5935/abc.20140056";"oa_package/ab/e5/PMC4051447.tar.gz";"oa_pdf/ab/e5/abc-102-05-0449.PMC4051447.pdf";"2014";"research-article";"0066-782X";"1678-4170";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC6798821";"31199770";"10.1515/jib-2019-0025";"oa_package/93/33/PMC6798821.tar.gz";NA;"2019";"research-article";NA;"1613-4516";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"0";"0";"25";"5";"0";"7";"0";"114";"0";TRUE
"PMC5025515";"27510798";"10.1007/s11033-016-4043-6";"oa_package/2d/bd/PMC5025515.tar.gz";NA;"2016";"research-article";"0301-4851";"1573-4978";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"1";"3";"0";"0";"0";"2";"0";"1";"0";"0";"8";"0";TRUE
"PMC3629447";"23610656";"10.1302/2046-3758.110.2000104";"oa_package/0a/2a/PMC3629447.tar.gz";NA;"2012";"research-article";NA;"2046-3758";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3";"0";TRUE
"PMC3598832";"23441994";"10.1186/1471-2148-13-53";"oa_package/39/f9/PMC3598832.tar.gz";NA;"2013";"research-article";NA;"1471-2148";"FoR_1";"0603";"0603 - Evolutionary Biology";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"11";"0";TRUE
"PMC5900555";"29614658";"10.3233/JAD-170964";"oa_package/7d/1f/PMC5900555.tar.gz";"oa_pdf/7d/1f/jad-63-jad170964.PMC5900555.pdf";"2018";"research-article";"1387-2877";"1875-8908";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"8";"0";TRUE
"PMC4071149";"24942555";"10.1186/1472-6963-14-265";"oa_package/55/5b/PMC4071149.tar.gz";NA;"2014";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"9";"0";TRUE
"PMC3817402";"24084808";"10.1038/msb.2013.52";"oa_package/44/0f/PMC3817402.tar.gz";"oa_pdf/44/0f/msb201352.PMC3817402.pdf";"2013";"research-article";NA;"1744-4292";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"8";"0";TRUE
"PMC6203620";"30349103";"10.1038/s41593-018-0232-z";"oa_package/b7/0b/PMC6203620.tar.gz";NA;"2018";"research-article";"1097-6256";"1546-1726";"FoR_1";"1109";"1109 - Neurosciences";"2";"1";"0";"1";"0";"2";"0";"0";"0";"0";"24";"0";TRUE
"PMC7291648";"32532254";"10.1186/s12913-020-05294-3";"oa_package/85/54/PMC7291648.tar.gz";NA;"2020";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"8";"0";TRUE
"PMC3631514";"23307281";"10.1007/s00431-012-1924-0";"oa_package/7a/be/PMC3631514.tar.gz";"oa_pdf/7a/be/431_2012_Article_1924.PMC3631514.pdf";"2013";"research-article";"0340-6199";"1432-1076";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"9";"0";TRUE
"PMC7346529";"32646429";"10.1186/s12913-020-05486-x";"oa_package/a8/46/PMC7346529.tar.gz";NA;"2020";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"12";"0";TRUE
"PMC3650618";"23675324";"10.3389/fnana.2013.00008";"oa_package/d6/f8/PMC3650618.tar.gz";NA;"2013";"research-article";NA;"1662-5129";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"6";"0";TRUE
"PMC5493531";"28824845";"10.5598/imafungus.2017.08.01.10";"oa_package/1b/f2/PMC5493531.tar.gz";NA;"2017";"research-article";"2210-6340";"2210-6359";"FoR_1";"0605";"0605 - Microbiology";"0";"0";"0";"0";"0";"3";"0";"0";"14";"0";"6";"0";TRUE
"PMC4051682";"24914777";"10.1371/journal.pone.0099388";"oa_package/2b/83/PMC4051682.tar.gz";NA;"2014";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"5";"0";TRUE
"PMC7662465";"33192537";"10.3389/fphys.2020.01091";"oa_package/dd/a8/PMC7662465.tar.gz";NA;"2020";"research-article";NA;"1664-042X";"FoR_2";"1116";"1116 - Medical Physiology";"0";"4";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC6987148";"32038129";"10.3389/fnins.2019.01412";"oa_package/77/95/PMC6987148.tar.gz";NA;"2020";"research-article";"1662-4548";"1662-453X";"FoR_1";"1109";"1109 - Neurosciences";"0";"1";"0";"3";"0";"1";"0";"1";"2";"0";"7";"0";TRUE
"PMC4055371";"24894566";"10.1186/1471-2393-14-189";"oa_package/5d/e0/PMC4055371.tar.gz";NA;"2014";"research-article";NA;"1471-2393";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"8";"0";TRUE
"PMC5690008";"26219003";"10.1120/jacmp.v16i4.5393";"oa_package/39/b1/PMC5690008.tar.gz";NA;"2015";"research-article";NA;"1526-9914";"FoR_1";"1116";"1116 - Medical Physiology";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"8";"0";TRUE
"PMC4313057";"25685822";"10.1155/2015/518317";"oa_package/e6/87/PMC4313057.tar.gz";NA;"2015";"research-article";"2314-6745";"2314-6753";"FoR_1";"1116";"1116 - Medical Physiology";"0";"3";"0";"0";"0";"1";"0";"0";"2";"0";"5";"0";TRUE
"PMC6092991";"30154834";"10.1155/2018/7957408";"oa_package/68/06/PMC6092991.tar.gz";NA;"2018";"research-article";"1687-5265";"1687-5273";"FoR_1";"1109";"1109 - Neurosciences";"1";"1";"0";"0";"0";"1";"0";"0";"3";"0";"5";"0";TRUE
"PMC4833947";"27083167";"10.1186/s12903-016-0206-z";"oa_package/bd/e9/PMC4833947.tar.gz";NA;"2016";"research-article";NA;"1472-6831";"FoR_1";"1105";"1105 - Dentistry";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC3284693";"22375144";"10.3389/fgene.2012.00024";"oa_package/a3/51/PMC3284693.tar.gz";"oa_pdf/a3/51/fgene-03-00024.PMC3284693.pdf";"2012";"research-article";NA;"1664-8021";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"2";"0";"0";"3";"0";"6";"0";TRUE
"PMC6483876";"30755719";"10.1038/s41372-019-0331-z";"oa_package/6d/6f/PMC6483876.tar.gz";NA;"2019";"research-article";"0743-8346";"1476-5543";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"1";"0";"2";"0";"1";"0";"0";"11";"0";TRUE
"PMC7729035";"33142084";"10.1098/rsob.200206";"oa_package/d5/44/PMC7729035.tar.gz";NA;"2020";"research-article";NA;"2046-2441";"FoR_3";"1107";"1107 - Immunology";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"4";"0";TRUE
"PMC5293220";"27235146";"10.1016/j.ydbio.2016.05.025";"oa_package/30/d3/PMC5293220.tar.gz";"oa_pdf/30/d3/nihms807951.PMC5293220.pdf";"2016";"research-article";"0012-1606";"1095-564X";"FoR_1";"0600";"0600 - Biological Sciences";"0";"3";"0";"1";"0";"3";"0";"0";"2";"1";"19";"0";TRUE
"PMC4095001";"25077693";"10.1186/1471-2105-15-S5-S1";"oa_package/d9/8b/PMC4095001.tar.gz";NA;"2014";"research-article";NA;"1471-2105";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"7";"0";TRUE
"PMC5627428";"28974198";"10.1186/s12859-017-1850-2";"oa_package/d4/14/PMC5627428.tar.gz";NA;"2017";"research-article";NA;"1471-2105";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"5";"0";TRUE
"PMC5680561";"29081403";"10.18632/aging.101307";"oa_package/2e/24/PMC5680561.tar.gz";NA;"2017";"research-article";NA;"1945-4589";"FoR_2";"0606";"0606 - Physiology";"0";"11";"0";"0";"0";"1";"0";"2";"3";"0";"11";"0";TRUE
"PMC5226354";"28060325";"10.3791/54883";"oa_package/9e/59/PMC5226354.tar.gz";"oa_pdf/9e/59/jove-118-54883.PMC5226354.pdf";"2016";"research-article";NA;"1940-087X";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"8";"0";TRUE
"PMC4474579";"26097506";"10.1186/s13040-015-0050-8";"oa_package/5c/58/PMC4474579.tar.gz";NA;"2015";"research-article";NA;"1756-0381";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"6";"0";TRUE
"PMC7238019";"32325810";"10.3390/pathogens9040299";"oa_package/9b/01/PMC7238019.tar.gz";NA;"2020";"research-article";NA;"2076-0817";"FoR_2";"1108";"1108 - Medical Microbiology";"0";"3";"0";"0";"0";"1";"0";"0";"1";"0";"8";"0";TRUE
"PMC4020573";"24886569";"10.1186/1471-2431-14-122";"oa_package/52/3f/PMC4020573.tar.gz";NA;"2014";"research-article";NA;"1471-2431";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"4";"0";TRUE
"PMC7048937";"32148492";"10.1155/2020/2198960";"oa_package/0a/d9/PMC7048937.tar.gz";NA;"2020";"research-article";"1687-8450";"1687-8469";"FoR_1";"1108";"1108 - Medical Microbiology";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC3997278";"24467222";"10.1111/bph.12588";"oa_package/5f/85/PMC3997278.tar.gz";"oa_pdf/5f/85/bph0171-2385.PMC3997278.pdf";"2014";"research-article";"0007-1188";"1476-5381";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"6";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC6192099";"30333054";"10.1186/s13063-018-2936-5";"oa_package/f2/95/PMC6192099.tar.gz";NA;"2018";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC5050592";"27716124";"10.1186/s12875-016-0542-8";"oa_package/82/6f/PMC5050592.tar.gz";NA;"2016";"research-article";NA;"1471-2296";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"9";"0";TRUE
"PMC6992582";"32038484";"10.3389/fendo.2019.00917";"oa_package/85/b2/PMC6992582.tar.gz";NA;"2020";"research-article";NA;"1664-2392";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"10";"0";TRUE
"PMC4514093";"25483700";"10.4161/hv.36117";"oa_package/ce/f4/PMC4514093.tar.gz";"oa_pdf/ce/f4/khvi-10-12-976517.PMC4514093.pdf";"2014";"research-article";"2164-5515";"2164-554X";"FoR_2";"1108";"1108 - Medical Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"9";"0";TRUE
"PMC5754873";"28847877";"10.1136/archdischild-2016-312515";"oa_package/78/e1/PMC5754873.tar.gz";NA;"2018";"research-article";"0003-9888";"1468-2044";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"3";"0";TRUE
"PMC6826785";"31590287";"10.3390/genes10100778";"oa_package/eb/57/PMC6826785.tar.gz";NA;"2019";"research-article";NA;"2073-4425";"FoR_1";"0604";"0604 - Genetics";"2";"0";"0";"0";"0";"1";"0";"0";"2";"0";"12";"0";TRUE
"PMC4142665";"25177109";"10.1155/2014/323526";"oa_package/ce/69/PMC4142665.tar.gz";NA;"2014";"research-article";"0962-9351";"1466-1861";"FoR_1";"1107";"1107 - Immunology";"0";"2";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC2981560";"21085581";"10.1371/journal.pone.0015480";"oa_package/48/fb/PMC2981560.tar.gz";NA;"2010";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"3";"0";"0";"0";"1";"0";"0";"3";"0";"5";"0";TRUE
"PMC4319194";"25674165";"10.2174/1874210601509010001";"oa_package/e3/f8/PMC4319194.tar.gz";"oa_pdf/e3/f8/TODENTJ-9-1.PMC4319194.pdf";"2015";"research-article";NA;"1874-2106";"FoR_1";"1105";"1105 - Dentistry";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC6180534";"30356448";"10.1016/j.jshs.2016.05.003";"oa_package/a0/65/PMC6180534.tar.gz";"oa_pdf/a0/65/main.PMC6180534.pdf";"2018";"research-article";"2095-2546";"2213-2961";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC5056765";"27039257";"10.1016/j.vascn.2016.03.004";"oa_package/96/62/PMC5056765.tar.gz";NA;"2016";"research-article";"1056-8719";"1873-488X";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"4";"0";"0";"0";"0";"1";"0";"0";"0";"1";"8";"0";TRUE
"PMC4231547";"24161015";"10.1186/1478-4491-11-55";"oa_package/05/e6/PMC4231547.tar.gz";NA;"2013";"research-article";NA;"1478-4491";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC4990837";"27547241";"10.1186/s13040-016-0104-6";"oa_package/b4/df/PMC4990837.tar.gz";NA;"2016";"research-article";NA;"1756-0381";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"5";"0";TRUE
"PMC3362937";"22670224";"10.1534/g3.112.002428";"oa_package/c0/99/PMC3362937.tar.gz";NA;"2012";"research-article";NA;"2160-1836";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"1";"0";"4";"0";"7";"0";TRUE
"PMC3489108";"23193423";"10.1155/2012/570431";"oa_package/5b/f7/PMC3489108.tar.gz";NA;"2012";"research-article";"1741-427X";"1741-4288";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"7";"0";TRUE
"PMC2862932";"18955308";"10.1093/ecam/nem183";"oa_package/19/44/PMC2862932.tar.gz";"oa_pdf/19/44/nem183.PMC2862932.pdf";"2010";"research-article";"1741-427X";"1741-4288";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"1";"0";"0";"0";"0";"1";"0";"2";"0";"0";"3";"0";TRUE
"PMC7792282";"32696702";"10.1161/JAHA.120.016463";"oa_package/7e/21/PMC7792282.tar.gz";"oa_pdf/7e/21/JAH3-9-e016463.PMC7792282.pdf";"2020";"research-article";NA;"2047-9980";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"1";"0";"0";"0";"0";"1";"0";"1";"22";"0";"73";"0";TRUE
"PMC6397438";"30825880";"10.1186/s12875-019-0924-9";"oa_package/da/1e/PMC6397438.tar.gz";NA;"2019";"research-article";NA;"1471-2296";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"8";"0";TRUE
"PMC5624120";"28970750";"10.5334/ijic.2502";"oa_package/94/a0/PMC5624120.tar.gz";NA;"2017";"research-article";NA;"1568-4156";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"9";"0";TRUE
"PMC5398653";"28469469";"10.1177/1178646917694600";"oa_package/b7/11/PMC5398653.tar.gz";NA;"2017";"research-article";NA;"1178-6469";"FoR_3";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC3661988";"22197414";"10.1016/j.nedt.2011.11.019";"oa_package/6a/f2/PMC3661988.tar.gz";NA;"2013";"research-article";"0260-6917";"1532-2793";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"4";"0";TRUE
"PMC3236727";"22180791";"10.1371/journal.pntd.0001377";"oa_package/03/2b/PMC3236727.tar.gz";NA;"2011";"research-article";"1935-2727";"1935-2735";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"6";"0";TRUE
"PMC6662509";"31413612";"10.2147/DMSO.S209118";"oa_package/51/64/PMC6662509.tar.gz";"oa_pdf/51/64/dmso-12-1213.PMC6662509.pdf";"2019";"research-article";NA;"1178-7007";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"0";"0";"1";"0";"1";"0";"0";"4";"0";"5";"0";TRUE
"PMC5214595";"27624549";"10.1038/leu.2016.252";"oa_package/7e/d1/PMC5214595.tar.gz";NA;"2017";"research-article";"0887-6924";"1476-5551";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"13";"0";TRUE
"PMC3867867";"24369014";"10.1155/2013/587460";"oa_package/95/a9/PMC3867867.tar.gz";NA;"2013";"research-article";"2314-6133";"2314-6141";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"5";"0";TRUE
"PMC4059967";"24803225";"10.1007/s00401-014-1279-x";"oa_package/44/f2/PMC4059967.tar.gz";NA;"2014";"research-article";"0001-6322";"1432-0533";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"9";"0";"8";"0";TRUE
"PMC5348746";"28288634";"10.1186/s12913-017-2131-5";"oa_package/5f/03/PMC5348746.tar.gz";NA;"2017";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"10";"0";TRUE
"PMC6030925";"29878180";"10.1093/nar/gky510";"oa_package/3c/d6/PMC6030925.tar.gz";"oa_pdf/3c/d6/gky510.PMC6030925.pdf";"2018";"research-article";"0305-1048";"1362-4962";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC4962968";"26580093";"10.1080/21645515.2015.1100779";"oa_package/1c/07/PMC4962968.tar.gz";NA;"2015";"research-article";"2164-5515";"2164-554X";"FoR_1";"1107";"1107 - Immunology";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC2916880";"20700446";"10.1371/journal.ppat.1001035";"oa_package/27/12/PMC2916880.tar.gz";NA;"2010";"research-article";"1553-7366";"1553-7374";"FoR_3";"1108";"1108 - Medical Microbiology";"0";"2";"0";"0";"0";"1";"0";"0";"4";"0";"6";"0";TRUE
"PMC4940986";"27402019";"10.1186/s12884-016-0949-1";"oa_package/66/f1/PMC4940986.tar.gz";NA;"2016";"research-article";NA;"1471-2393";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"10";"0";TRUE
"PMC7133008";"32248820";"10.1186/s13063-020-04255-9";"oa_package/fc/02/PMC7133008.tar.gz";NA;"2020";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"10";"0";TRUE
"PMC7694690";"33171964";"10.3390/nu12113408";"oa_package/eb/c3/PMC7694690.tar.gz";NA;"2020";"research-article";NA;"2072-6643";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"1";"2";"0";"0";"0";"1";"0";"0";"2";"0";"11";"0";TRUE
"PMC6379206";"23995071";"10.1038/nn.3509";"oa_package/da/ba/PMC6379206.tar.gz";NA;"2013";"research-article";"1097-6256";"1546-1726";"FoR_1";"1109";"1109 - Neurosciences";"0";"1";"1";"0";"0";"6";"0";"0";"0";"0";"18";"0";TRUE
"PMC4476803";"26098764";"10.1371/journal.pone.0130812";"oa_package/75/b9/PMC4476803.tar.gz";NA;"2015";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"11";"0";TRUE
"PMC4150400";"25225477";"10.3389/fncom.2014.00095";"oa_package/50/ee/PMC4150400.tar.gz";NA;"2014";"research-article";NA;"1662-5188";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"10";"0";"14";"0";TRUE
"PMC6642522";"31324171";"10.1186/s12913-019-4306-8";"oa_package/37/00/PMC6642522.tar.gz";NA;"2019";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"9";"0";TRUE
"PMC6917048";"31853459";"10.1117/1.NPh.6.4.045013";"oa_package/3f/5e/PMC6917048.tar.gz";NA;"2019";"research-article";"2329-423X";"2329-4248";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"1";"1";"1";"0";"0";"6";"0";"7";"0";TRUE
"PMC6579120";"31116976";"10.1016/j.celrep.2019.04.095";"oa_package/09/56/PMC6579120.tar.gz";"oa_pdf/09/56/nihms-1530022.PMC6579120.pdf";"2019";"research-article";NA;"2211-1247";"FoR_2";"1116";"1116 - Medical Physiology";"1";"2";"0";"0";"1";"2";"0";"2";"0";"0";"28";"0";TRUE
"PMC7265069";"32514278";"10.1016/j.jesf.2020.05.002";"oa_package/0e/9f/PMC7265069.tar.gz";"oa_pdf/0e/9f/main.PMC7265069.pdf";"2020";"research-article";"1728-869X";"2226-5104";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC4310200";"25495655";"10.1186/s12884-014-0412-0";"oa_package/76/d4/PMC4310200.tar.gz";NA;"2014";"research-article";NA;"1471-2393";"FoR_2";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC6193203";"30103622";"10.1177/1074248418788334";"oa_package/a4/cf/PMC6193203.tar.gz";"oa_pdf/a4/cf/10.1177_1074248418788334.PMC6193203.pdf";"2018";"research-article";"1074-2484";"1940-4034";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"5";"0";TRUE
"PMC6890443";"31553483";"10.1111/cas.14202";"oa_package/b7/4e/PMC6890443.tar.gz";"oa_pdf/b7/4e/CAS-110-3821.PMC6890443.pdf";"2019";"research-article";"1347-9032";"1349-7006";"FoR_2";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"1";"2";"0";"0";"2";"0";"8";"0";TRUE
