"filename","bar","pie","hist","bardot","box","dot","violin","approp","flowno","flowyes","sciscore","ethics_label","ethics_title1","ethics_value1","ethics_title2","ethics_value2","ethics_title3","ethics_value3","label2","value2","label3","value3","label4","value4","label5","value5","label6","value6","label7","value7","label8","value8","limitations","jet_pages","trial_n_detected","is_modeling_paper","is_open_data","is_open_code","coi_statement","funding_statement","registration_statement"
"10.1101+2022.04.14.22273858.pdf","0","0","0","0","0","0","0","0","0","0","1","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","(i) Description of change over time The large majority of analyses following a descriptive approach examined the change of the outcome over time to assess the intervention effect (n=136; 48 %).","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,True,True,True,False,False
"10.1101+2022.05.16.492112.pdf","1","0","0","0","0","1","0","0","0","0","5","Ethics","Euthanasia Agents","Intranasal infection of live SARS-CoV2 (SARS- Related Coronavirus 2, Isolate USA-WA1/2020)105PFU/ 100ml or with DMEM mock control was established with the help of catheter under mild anesthetized by using ketamine (150mg/kg) and xylazine (10mg/kg) intraperitoneal injection inside ABSL3 facility.","IACUC","All the experimental protocols involving the handling of virus culture and animal infection were approved by RCGM, institutional biosafety and IAEC (IAEC/THSTI/105) animal ethics committee.",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","Isolation of murine BMDNs and human peripheral neutrophils Murine bone marrow-derived neutrophils were isolated from femur and tibia bones of C57BL/6 wild-type male mice (20-25 g, 12-16 weeks) using the method described previously (71).","Subject Demographics","In vitro differentiation of T cells: Single cell suspension was prepared from spleen and lymph nodes of 6-8 weeks old C57BL/6 mice.","Randomization","not detected.","Blinding","Assessment for the histological score was carried out through blind scoring for each sample by a professional histologist on a scale of 0-5 (where indicated absence of histological feature while 5 indicated highest score).","Power Analysis","not detected.",0,0,True,False,False,False,True,True,False
"10.1101+2022.06.27.497248.pdf","0","0","0","0","0","0","0","0","1","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",110,0,True,False,False,False,True,False,False
"10.1101+2022.04.29.490044.pdf","0","0","1","0","0","0","0","0","0","0","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,True,False,True,True,False
"10.1101+2022.05.27.22275037.pdf","0","0","0","0","0","0","0","0","1","0","2","Ethics","IRB","It was approved by the Institutional Review Board at Weill Cornell Medicine with a waiver of informed consent (no. 20-04021909).","Consent","It was approved by the Institutional Review Board at Weill Cornell Medicine with a waiver of informed consent (no. 20-04021909).",NULL,NULL,"Inclusion and Exclusion Criteria","Population Inclusion criteria is adult COVID-19 positive patients who were admitted to NYPH's Cornell, Lower Manhattan, or Queens locations.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","Hypothetical treatment regime Patients would be randomized on their first day of hospitalization to receive either (1)standard of care therapy (without corticosteroids) or (2)standard of care plus a corticosteroid regimen to be administered if and when criteria for severe hypoxia are met.","Blinding","not detected.","Power Analysis","not detected.",5,0,False,True,False,False,True,False,False
"10.1101+2022.05.05.490805.pdf","1","0","0","0","0","0","0","0","0","0","3","Ethics","Consent","Informed consent for the use of human tissues was obtained from all subjects and approval was granted by the Institutional Review Board (IRB) of the University of Hong Kong and the Hospital Authority (Hong Kong West) (IRB approval no: UW 20-862).","IRB","Informed consent for the use of human tissues was obtained from all subjects and approval was granted by the Institutional Review Board (IRB) of the University of Hong Kong and the Hospital Authority (Hong Kong West) (IRB approval no: UW 20-862).",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,True,True,False
"10.1101+2022.06.17.22276576.pdf","0","0","0","0","0","0","0","0","0","0","2","Ethics",NULL,"not detected.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","We define the first Ui , Personal Factor as: Pi = wA NA,i NI,i + wI N0,i N0,i {0 <= wA , wI <= 1 wA + wI = 1 (Eq. 3) where wA is a weight factor for inhabitants of age, (A, i) >= 65 years old, NA,i is the total number of people A, i >= 65, wI is a weight factor for an annual income, I, i <= $50,000, NI,i is the total number of people with I, i <= $50,000, and N0,i is the total number of people living in the region i.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,False,False,False,False,False
"10.1101+2022.04.11.22272784.pdf","0","0","0","0","0","1","0","0","1","0","4","Ethics","Consent","Materials and methods Ethics statement Collection and testing of biological specimens and protected health information were performed in concordance with the University of Wisconsin IRB # 2021-0076 following informed consent from the patient.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","Root-to-tip analysis To examine the rate at which the patient's virus accumulated mutations, and compare that rate with SARS-CoV-2 globally, we randomly subsampled approximately 5,000 SARS-CoV-2 sequences from NCBI GenBank.","Blinding","not detected.","Power Analysis","not detected.",10,0,False,False,False,False,True,True,False
"10.1101+2022.05.20.492815.pdf","0","0","0","0","0","0","0","2","0","0","4","Ethics","Field Sample Permit","Some of the work reported here was conducted at the Simons Electron Microscopy Center (SEMC) and the National Resource for Automated Molecular Microscopy (NRAMM) and National Center for CryoEM Access and Training (NCCAT) located at the NYSBC, supported by grants from the NIH National Institute of General Medical Sciences (",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","The experiments were not randomized, and the investigators were not blinded to allocation during experiments and outcome assessment.","Blinding","The experiments were not randomized, and the investigators were not blinded to allocation during experiments and outcome assessment.","Power Analysis","METHODS No statistical methods were used to predetermine sample size.",0,5,False,True,True,False,True,True,False
"10.1101+2022.04.17.22273949.pdf","0","0","0","0","0","0","0","0","0","0","3","Ethics","IRB","Materials and Methods The Institutional Review Board of Stanford University determined that this project does not meet the definition of human subject research as defined in federal regulations 45 CFR 46.102 or CFR 50.3 and indicated that no formal IRB review is required.","Field Sample Permit","The solids samples were processed within 24 hours of collection exactly according to the methods described by Wolfe et al.2 and are summarized in the SI.",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","Downsampling simulation In order to estimate the SARS-CoV-2 N gene and PMMoV RNA concentration we would have obtained if we had run a smaller number of wells (X = 1 - 9), we randomly selected X wells from the 10 wells to calculate the resultant concentration: number of negative droplets Concentration (cp/L) = -ln = / 0.00085L total accepted droplets where 0.00085 mL is the volume of a single droplet14.","Blinding","not detected.","Power Analysis","not detected.",6,0,False,False,False,False,True,True,False
"10.1101+2022.06.10.22276234.pdf","0","0","0","0","0","0","0","0","0","0","2","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","However, the structure of the dataset was changing overtime, and data fundamental for our analysis were not always available and/or reliable, therefore for each wave of the pandemic some of the regions were discarded due to lack of data or known reliability issues.","Attrition","Starting from this basic calculation method, we compare 7 different versions of TPR, two of them are based on NAAT nasopharyngeal swab only, and the other exploit antigen tests.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,False,True,True,True,False
"10.1101+2022.05.20.492819.pdf","0","0","0","0","0","0","2","0","0","0","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,True,False,True,False,False
"10.1101+2022.06.03.494642.pdf","0","0","0","0","0","1","0","0","0","0","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,True,True,False,True,False
"10.1101+2022.04.20.485440.pdf","0","0","0","2","0","0","0","0","0","0","2","Ethics","IRB","Methods Ethics The animal experiments were evaluated and approved by the ethics committee of the State Office of Agriculture, Food safety, and Fishery in Mecklenburg - Western Pomerania (LALLF M-V: LVL MV/TSD/7221.3-1-055/20) and the State Office for Occupational Safety, Consumer Protection and Health in Brandenburg (LAVG: 2347-5-2021).","Euthanasia Agents","The animals were infected under short-term isoflurane inhalation anesthesia with 25 ul of either 104.4 TCID50 SARS-CoV-2 lineage B.",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,False,True,False
"10.1101+2022.05.11.22274884.pdf","0","0","0","0","0","0","0","0","0","0","5","Ethics","IRB","Ethical approval of the study was given by the Bioethics Committee of Bio-X Institute of Shanghai Jiao Tong University (COA: M202007).",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,True,False,False
"10.1101+2022.04.21.22273952.pdf","0","1","0","0","0","0","0","0","0","0","2","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","In brief, between January and April 2021, a representative selection of 45 secondary schools in the Netherlands providing education to 12-18 years-old students in grades 1-6 adopted a risk-based testing policy.","Randomization","These contacts are randomly sampled from their within-school contacts.","Blinding","not detected.","Power Analysis","not detected.",23,0,False,True,False,True,True,True,False
"10.1101+2022.05.20.22275312.pdf","0","0","0","0","0","0","0","0","0","1","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",59,0,True,False,False,False,True,True,False
"10.1101+2022.04.15.22273915.pdf","0","0","0","0","0","0","0","0","0","0","2","Ethics","IRB","This study was reviewed and approved by the Institutional Review Board at the Marshfield Clinic Research Institute. Participants, or parents of minor participants, provided informed consent prior to participation.","Consent","This study was reviewed and approved by the Institutional Review Board at the Marshfield Clinic Research Institute. Participants, or parents of minor participants, provided informed consent prior to participation.",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","PACC participants include persons <1 to >90 years of age who were randomly sampled and recruited from a defined community cohort in which nearly all residents receive care from the Marshfield Clinic Health System (","Randomization","PACC participants include persons <1 to >90 years of age who were randomly sampled and recruited from a defined community cohort in which nearly all residents receive care from the Marshfield Clinic Health System (","Blinding","not detected.","Power Analysis","not detected.",23,0,False,False,False,False,False,True,False
"10.1101+2022.05.16.22275074.pdf","0","0","0","0","0","0","0","0","0","1","7","Ethics","IRB","This study was approved by the Institutional Ethics Committee of International Center for chemical and biological Sciences (ICCBS) and institutional review board of the Indus Hospital (Sector 39, Karachi, Sindh, Pakistan).","Consent","All study participants provided written informed consent before enrolling in the clinical trial.",NULL,NULL,"Inclusion and Exclusion Criteria","2.1 Eligibility Eligible patients to be enrolled in this study fulfilled all of the following inclusion criteria: (1) age range of 18-75 years; (2) Confirmed SARS-CoV-2 infection by real time reverse transcription polymerase chain reaction (RT-PCR); (3) Mild symptoms cases of grade 2 having any of COVID-19 related fever, sore throat, cough, headache, malaise, nausea, vomiting, diarrhea, muscle pain, or loss of taste and smell symptoms; and (4) capable of providing written informed consent.","Attrition","not detected.","Sex as a biological variable","Patients were excluded if they had any of the following: (1) previous confirmed SARS-CoV-2 infection; (2) moderate or critical COVID-19 infection with (a) respiratory failure and requiring mechanical ventilation, (b) shock, or (c) other organ failure requiring intensive care unit (ICU) support; (3) severe primary health conditions associated with cardiovascular, cerebrovascular, pulmonary, hepatic, renal, endocrine and hematological diseases, hematopoietic system (above grade II of cardiac function; ALT & AST are 1.5 times higher than the normal value; Creatinine above the upper limit of normal value) and mental illness or serious diseases affecting their survival, such as cancer or AIDS; (4) administered other antiviral, antibiotics, cough relieving and antihistamine medications within 3 days prior to the visit (including b2 receptor agonists, anticholinergic agents, theophylline, glucocorticoids, cough expectorant and other TCM); (5) history of drug or food allergy; (6) pregnancy, lactating, or fertile women who were planning to conceive in 3 months; and (7) participated in another clinical study in the past 1 month.","Subject Demographics","2.1 Eligibility Eligible patients to be enrolled in this study fulfilled all of the following inclusion criteria: (1) age range of 18-75 years; (2) Confirmed SARS-CoV-2 infection by real time reverse transcription polymerase chain reaction (RT-PCR); (3) Mild symptoms cases of grade 2 having any of COVID-19 related fever, sore throat, cough, headache, malaise, nausea, vomiting, diarrhea, muscle pain, or loss of taste and smell symptoms; and (4) capable of providing written informed consent.","Randomization","Methods This phase 2-3, double-blind, randomized, placebo-controlled clinical trial evaluated the efficacy and safety associated with the use of JHQG among nonhospitalized COVID-19 adult Pakistani patients with mild symptoms.","Blinding","Patients and investigators in this trial were blinded to the treatment allocation until the completion of the study.","Power Analysis","Defined by asymptomatic clinical state (40% with placebo vs 60% with TCM) at 90% power, 260 patients (130 per group) are required at p<0.05.",12,0,True,False,False,False,True,True,False
"10.1101+2022.04.21.22274110.pdf","0","0","0","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,False,False,True,True,False
"10.1101+2022.04.21.22274139.pdf","0","0","1","0","0","0","0","0","0","0","1","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","To examine these potential age-dependent effects, we stratify the population into age groups spanning intervals of 10 years, going from 0-9 (n = 1) up to 60-69 (n = 7) with the last group being 70+ (n = 8).","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",12,0,False,True,False,False,False,True,False
"10.1101+2022.04.04.22273418.pdf","0","0","0","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",7,0,False,False,False,False,False,False,False
"10.1101+2022.05.26.22275631.pdf","0","0","0","0","0","0","0","0","0","0","6","Ethics","IRB","This study was approved by the institutional review board of the University of Hong Kong / Hospital Authority Hong Kong West Cluster (reference no. UW 20493).","Consent","Given the extraordinary nature of the COVID-19 pandemic, individual patient-informed consent was not required for this retrospective cohort study using anonymized data.",NULL,NULL,"Inclusion and Exclusion Criteria","11 Patients who had COVID-19 diagnosis from 26th February 2022 (first oral antiviral drug prescription date) to 3rd May 2022, were eligible.","Attrition","11 Patients who had COVID-19 diagnosis from 26th February 2022 (first oral antiviral drug prescription date) to 3rd May 2022, were eligible.","Sex as a biological variable","not detected.","Subject Demographics","Similar protective effects of nirmatrelvir/ritonavir were observed across vaccination status (fully vaccinated versus otherwise) and age (dichotomized at 65 years), whereas those for molnupiravir were less consistent.","Randomization","Up to ten control patients were randomly matched with each of the case according to age (within the same year), sex, date of COVID diagnosis (within the same date), Charlson Comorbidity Index (CCI), and full SARS-CoV-2 vaccination (with at least two doses of Comirnaty or three doses of CoronaVac).","Blinding","not detected.","Power Analysis","not detected.",20,0,True,False,False,False,True,True,False
"10.1101+2022.05.30.494036.pdf","0","0","0","0","0","0","0","0","0","0","4","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","Datasets in 47 which cells or patients were under treatment were excluded.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,False,False,False,False,False
"10.1101+2022.05.31.494162.pdf","1","0","0","0","2","2","0","1","0","0","5","Ethics","IRB","This study was approved by the Institutional Review Board at Washington University in St. Louis (IRB number 202003085).","Consent","All patients who were enrolled in the study provided informed consent prior to participation. 2.","Field Sample Permit","Sample collection, processing, and microbial DNA sequencing Saliva and nasopharyngeal swab samples were collected at the time of enrollment, which was during or shortly following evaluation at a medical facility.","Inclusion and Exclusion Criteria","Inclusion criteria required that subjects were symptomatic (fever, chills, conjunctival congestion, nasal congestion, headaches, cough, sputum production, sore throat, shortness of breath, nausea or vomiting, diarrhea, myalgia, fatigue, rash, lymphadenopathy, or confusion) and had a physician-ordered SARS-CoV- test performed in the course of their normal clinical care.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,False,True,False
"10.1101+2022.05.17.492198.pdf","0","0","0","0","0","0","0","0","0","0","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,True,False,False,True,False
"10.1101+2022.05.22.492976.pdf","0","0","0","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,True,False,False,False,False,False
"10.1101+2022.06.16.22276392.pdf","0","0","0","1","0","2","0","0","0","0","3","Ethics","Consent","All patients were evaluated after written informed consent and enrollment in clinical protocol NCT04401436.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,True,False,False,False,True,False,False
"10.1101+2022.04.29.22274481.pdf","0","0","0","0","0","0","0","0","0","0","4","Ethics","IRB","Data collection Interviews with HCWs The authors assert that all procedures contributing to this work comply with the ethical standards of the relevant national and institutional committees on human experimentation and with the Helsinki Declaration of 1975, as revised in 2008.","Consent","All participants provided consent before taking part.",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",23,0,True,False,False,False,True,True,False
"10.1101+2022.04.06.22273535.pdf","0","0","0","0","0","0","0","0","0","0","6","Ethics","IRB","This activity was reviewed and approved by the CDC and each US Flu VE Network site's Institutional Review Board.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","Eligible participants had an acute onset of fever, cough, or loss of taste/smell with symptom duration of <10 days [8] and had a clinical or research respiratory specimen collected for SARS-CoV-2 molecular testing within 10 days of illness onset.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","Statistical Analyses We limited analyses to adults aged >=18 years.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",14,0,True,False,False,False,True,False,False
"10.1101+2022.04.28.22274442.pdf","0","0","1","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",21,0,False,False,False,False,False,False,False
"10.1101+2022.06.06.22275865.pdf","0","0","0","0","0","2","1","0","0","0","5","Ethics","IRB","PITCH is a sub-study of the SIREN study, which was approved by the Berkshire Research Ethics Committee, Health Research 250 Authority (IRAS ID 284460, REC reference 20/SC/0230), with PITCH recognised as a sub-study on 2 December 2020.","Consent","Written informed consent was obtained for all participants enrolled in the study.",NULL,NULL,"Inclusion and Exclusion Criteria","Eligible participants were adults aged 18 or over, and currently working as an HCW, including allied support and laboratory staff, or were volunteers linked to the hospital.","Attrition","Proliferation assay T cell proliferation assessed the magnitude of memory responses to SARS-CoV2 spike, M and N protein in the CD4+ and CD8+ T cell pool in 73 individuals selected for the ICS assay, with 27 participants from the BNT162b2 short interval group (16 naive and 11 with hybrid immunity), 27 participants from the BNT162b2 long interval group (15 naive and 12 with hybrid immunity) and 19 participants from the AZD1222 group (8 naive and 11 with hybrid immunity).","Sex as a biological variable","not detected.","Subject Demographics","Eligible participants were adults aged 18 or over, and currently working as an HCW, including allied support and laboratory staff, or were volunteers linked to the hospital.","Randomization","Intracellular cytokine stimulation assay In a subset of donors (n=95), selected at random from all three vaccine regimens and previous SARS-CoV-2 infection, T cell responses were characterised further using intracellular cytokine staining (ICS) after stimulation with overlapping SARSCoV2 peptide pools.","Blinding","not detected.","Power Analysis","not detected.",153,1,True,False,False,False,True,True,False
"10.1101+2022.04.08.22273602.pdf","0","0","0","0","0","0","0","0","0","0","4","Ethics","IRB","Study protocols were approved by the Institutional Review Board of the Amsterdam UMC location Free University and participating centers.","Consent","All patients provided written informed consent prior to study onset.",NULL,NULL,"Inclusion and Exclusion Criteria","Patient characteristics, in- and exclusion criteria are described in detail elsewhere.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","23,29,31 Seroconversion was defined as obtaining an S1 IgG concentration >10 binding antibody units (BAU)/ml, and an adequate vaccine response as S1 IgG >=300 BAU/ml, the IgG concentration that met a SARS-CoV-2 wildtype (Wuhan) virus PRNT50 (plaque reduction neutralization titer) of 40 or higher in 2 independent prospective Dutch mRNA-1273 vaccination cohorts.25,26,32,33 Reference antibody levels were extracted from randomly selected age-matched Dutch citizens who had received a 2nd dose of mRNA-1273 14-61 (median 49) days prior to blood sampling (PIENTER cohort12,27).","Blinding","not detected.","Power Analysis","not detected.",0,0,True,False,False,False,True,True,False
"10.1101+2022.05.16.22275147.pdf","0","0","1","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,True,True,False,True,False
"10.1101+2022.04.28.489859.pdf","2","0","0","0","0","0","0","1","0","0","5","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","The gas flow and power were held constant at 10 sccm (chamber pressure ~0.6 mbar) and 100% power (100 W).",0,1,False,False,True,False,True,True,False
"10.1101+2022.04.11.487828.pdf","1","0","0","1","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,False,False,True,True,False
"10.1101+2022.05.10.491349.pdf","0","0","1","0","0","0","0","0","0","0","5","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,True,False,True,True,False
"10.1101+2022.03.29.22273148.pdf","0","0","2","0","0","0","0","2","0","0","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,False,False,True,True,False
"10.1101+2022.04.13.487939.pdf","0","0","0","1","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,1,False,False,False,False,False,False,False
"10.1101+2022.04.13.22273817.pdf","0","0","0","0","0","0","0","0","0","0","5","Ethics","IRB","The protocol was approved by the Ethics Review Committee of Aga Khan University Nairobi (Ref: 2020/IERC-129 v4).","Consent","Written informed consent was obtained from all participants.",NULL,NULL,"Inclusion and Exclusion Criteria","Materials and Methods This research was a census study in which all HCW at AKUHN were eligible to participate.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,False,False,False
"10.1101+2022.06.07.22275493.pdf","0","0","0","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",45,0,True,False,False,False,False,False,False
"10.1101+2022.06.09.495472.pdf","9","0","6","28","6","7","0","0","5","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,False,True,True,True,False
"10.1101+2022.06.02.494567.pdf","0","0","1","0","0","0","0","0","0","0","4","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,True,True,True,True,True,True,False
"10.1101+2022.05.11.22274949.pdf","0","0","0","0","0","0","0","1","0","0","2","Ethics","Consent","All participants were consented via written and oral consent prior to providing saliva samples.","IRB","All research was approved under protocol IBC-20-547-2 approved on July 6 2020 by the UTK institutional review board.",NULL,NULL,"Inclusion and Exclusion Criteria","Although the viral N gene was originally included in the multiplexed qPCR assays during previous testing, it is excluded in this study as both the E and RdRP targets are sufficient for detecting the presence of the viral genome in the saliva samples.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,True,True,False
"10.1101+2022.05.23.22275454.pdf","0","0","0","0","0","0","0","4","1","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,False,False,False,False,False
"10.1101+2022.04.12.488010.pdf","1","0","0","1","2","0","0","5","0","1","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","In-vivo experiments Male Golden Syrian hamsters age 6-8 week were treated with siRNA cocktails at days -7, -3 and -1 pre-infection.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",13,0,False,False,False,False,False,True,False
